,id,lang,text,negative,positive,neutral
750,1623269245059727361,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
751,1623269243042271237,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
752,1623269209424728064,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
755,1623269154953330688,EN,"@MichelleObama @BarackObama 
WAS A KISS of A LOT OF INTIMACY 
♦️@HouseofCards @netflix ♦️ @KamalaHarris @VP DOESN'T DESERVE IT 
-
@ainsleyearhardt @kevincorke @peteHegseth3 @HARRISFAULKNER @ShannonBream @FoxNews
@RepMarkWalker  @RealDeanCain  @We_The_Kingdom @RealRomaDowney https://t.co/xowqK0MKnj",-1,3,1
756,1623269115640311809,EN,"@TourreBakahai @netflix I love your idea. I think it would be a fight over who gets to bang the cymbals. 

I’m also really hoping @CourtTV stream this trial. We need to be able to watch &amp; see this trial in real time so MM can’t spin or tell any lies about this trial.",-3,3,-1
757,1623269110866972673,EN,"RT @andrea220988a: #VampireAcademy

#RenewVampireAcademy
Please please someone anyone pick up vampire academy 
#savevampireacademy 

@Prime…",-1,2,1
758,1623269100297326599,EN,RT @1MOMSquad: #BB10 @CBSBigBrother cast where are they now @netflix @paramountplus @agrodner22 @flyonthewallent @KeeshaSmith0801 @RennyMar…,-1,1,0
759,1623269079774793728,EN,@netflix 'Class' is Hindi version of 'elite'.,-1,1,0
760,1623269077501493250,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
761,1623269067137380352,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
765,1623268978838884352,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
766,1623268934920155136,EN,"Layoffs by the tech giants like @Meta @amazon @Google @netflix @Microsoft and the likes have affected the people who worked there as much as it affected those who worked in startups. Startups are now laying off people careless, the situation has created a lot of pressure in tech.",-2,3,1
767,1623268929501294595,EN,Fucking @netflix https://t.co/Dreh9nyQf9,-1,1,0
768,1623268918319013889,EN,"RT @Branchoutwriter: One Minute Brief of the Day @OneMinuteBriefs 
Create posters to advertise #Sofas 🛋️🧘

Sometimes @netflix and chill mea…",-1,1,0
769,1623268868943761412,EN,"@MichelleObama @BarackObama 
WAS A KISS of A LOT OF INTIMACY 
♦️@HouseofCards @netflix ♦️ @KamalaHarris @VP DOESN'T DESERVE IT 
-
@Oprah @violadavis @KJP46 @K_JeanPierre @gwenstefani @JLo @KrisJenner @GRRMspeaking @jk_rowling @MrsSOsbourne @TomCruise @McConaughey @KateWilliamsme https://t.co/xowqK0MKnj",-1,3,1
770,1623268859112480768,EN,"RT @ChaEunwooINTL: True Beauty continues to be insanely popular ranking Global Top8 on @netflix

@NetflixKR IG post on #TrueBeauty with #Ch…",-1,2,1
772,1623268826623406081,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
773,1623268800832364545,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
774,1623268759598424064,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
775,1623268723821023232,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
776,1623268719391563779,EN,"RT @psychopathicgay: C'mon @netflix what are you waiting for??! 

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/tmglj9Bflz",-1,2,1
777,1623268687473004545,EN,"@MichelleObama @BarackObama 
WAS A KISS of A LOT OF INTIMACY 
♦️@HouseofCards @netflix ♦️ @KamalaHarris @VP DOESN'T DESERVE IT 
-
@Oprah @violadavis @KJP46  @K_JeanPierre @gwenstefani @JLo @KrisJenner @GRRMspeaking @jk_rowling @MrsSOsbourne @TomCruise @McConaughey @KateWilliamsme https://t.co/qPxUZL8m4L",-1,3,1
778,1623268685627678720,EN,"RT @SamratAjithFC: Watch and Enjoy Now 🎦 Only On @netflix ..💥😎

#AjithKumar #Thunivu #Tegimpu 
#AK62 https://t.co/b6tUUYX1AM",-1,1,0
779,1623268675892695040,EN,"RT @lil_mambo: DECIBEL ON NETFLIX after TRUE BEAUTY,it's a sign I need to get that @netflix subscription",-1,3,1
780,1623268673413857280,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
782,1623268639125434369,EN,RT @ChaEunwooINTL: 🔥#CHAEUNWOO's hit drama True Beauty success saga continues -  Launched on Netflix 2 years after release in select countr…,-2,3,1
783,1623268635258269707,EN,"RT @SamratAjithFC: Watch and Enjoy Now 🎦 Only On @netflix ..💥😎

#AjithKumar #Thunivu #Tegimpu 
#AK62 https://t.co/b6tUUYX1AM",-1,1,0
785,1623268619118575616,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
787,1623268568862269441,EN,"@MichelleObama @BarackObama 
WAS A KISS of A LOT OF INTIMACY 
♦️@HouseofCards @netflix ♦️ @KamalaHarris @VP DOESN'T DESERVE IT 
-
@Oprah @violadavis @KJP46  @K_JeanPierre @gwenstefani @JLo @KrisJenner @GRRMspeaking @jk_rowling @MrsSOsbourne @TomCruise @McConaughey @KateWilliamsme https://t.co/fGMFOVf3yg",-1,3,1
788,1623268549606141953,EN,"RT @ocswarrior: @netflix Hi bestie
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun #RepresentationMatters #WLW #CancelNetflix

https://…",-2,2,-1
789,1623268523236634624,EN,"One Minute Brief of the Day @OneMinuteBriefs 
Create posters to advertise #Sofas 🛋️🧘

Sometimes @netflix and chill means...netflix and chill, right? https://t.co/d7RAEZuAta",-1,1,0
790,1623268494518194177,EN,"RT @pascaloriann: @netflix OH GOD❤️‍🔥 I MISS JAVIER🥵
https://t.co/iq8h8Q4Mz3",-2,2,-1
793,1623268429770924037,EN,RT @j_surviva: #Thunivu released in @netflix @Netflix_INSouth today 😎 But still good booking in Multiplex theaters today for matinee and ev…,-1,2,1
794,1623268414595776512,EN,RT @netflix: Netflix and @GM give EVs the stage the deserve this Sunday! #EverybodyIn #EVsOnScreen https://t.co/wY3JENJnqD https://t.co/TvF…,-1,2,1
795,1623268412586885120,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
797,1623268347352846336,EN,"RT @Nelson_Ji: Tomorrow going to be biggest celebration day for all #Ajithkumar sir fans &amp; #Thunivu movie lovers 🥳🔥

12am - Online streamin…",-1,4,1
798,1623268332739919872,EN,"RT @Nelson_Ji: Tomorrow going to be biggest celebration day for all #Ajithkumar sir fans &amp; #Thunivu movie lovers 🥳🔥

12am - Online streamin…",-1,4,1
799,1623268317967548416,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
800,1623268310702776321,EN,"Imma need 6 more season of Dating Around, expeditiously @netflix",-1,1,0
801,1623268299978203136,EN,CRYING because The Titanic isn’t on Netflix anymore what the fuck @netflix,-4,1,-1
802,1623268286103166978,EN,@Adeprincee @netflix The anime was so good that they had to make a live action,-1,2,1
803,1623268264406093826,EN,@_tokyeojapan @netflix @wednesdayaddams This sounds like smthin I can get jiggy with,-1,2,1
804,1623268201793724419,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
805,1623268190334906368,EN,RT @netflix: Love is sharing a password.,-1,3,1
808,1623268121275699202,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix https://t.co/8DLjmRcKsS",-1,2,1
809,1623268105303785473,EN,"RT @raj_antony87: #Thunivu Count 6 .. This time at @netflix @NetflixIndia #ThunivuOnNetflix #ThunivuRealWinner 
 high quality sound effect…",-1,1,0
810,1623268071975821314,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
811,1623268068636954624,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
812,1623268057362604034,EN,RT @RationalNerd: Hello @Netflix. It's us. We were wondering if after all these weeks you'd like to meet. To renew Warrior Nun. You said th…,-1,2,1
813,1623268048982654976,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
814,1623268038047895552,EN,"RT @JefferyWarfiel2: As @netflix called us the ""Snyder Army"" is ready #SellZSJLtoNetflix #SellSnyderVerseToNetflix video to where that came…",-1,1,0
815,1623268011791601665,EN,RT @TheNuGeekz: I highly encourage everyone who's interested in the new #SellZSJLtoNetflix movement to click @sylabdul's link below about w…,-1,2,1
816,1623268011766591488,EN,"RT @netflix: New Physical: 100 episodes just dropped ... but mentally, I'm still here https://t.co/WDUr45oZ04",-1,1,0
817,1623267972625346561,EN,RT @netflix: Netflix and @GM give EVs the stage the deserve this Sunday! #EverybodyIn #EVsOnScreen https://t.co/wY3JENJnqD https://t.co/TvF…,-1,2,1
818,1623267952043692032,EN,RT @danielle_binks: Yeah I’m gonna need confirmation of  #LockwoodandCo season 2 *pronto* please @netflix https://t.co/w5mMvFaVjZ,-1,2,1
819,1623267947316748289,EN,"@Eriol64389615 @orihime @netflix Awesome, I will look into it. Thank you.",-1,3,1
820,1623267934813716481,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
822,1623267853817487361,EN,"@danielle_binks @netflix pls and ty, this show is so fun!",-1,3,1
823,1623267853162905600,EN,@KJWDZ2U @allquietmovie @netflix Nope!,-1,2,1
824,1623267834972217344,EN,"RT @ThalaSathisArun: Showtime : #Thunivu 

Theatre mattum illa OTT first show than 🥳

Thanks @netflix ♥️

#AjithKumar #ThunivuOnNetflix htt…",-1,1,0
826,1623267789212647424,EN,"@decider @netflix most boring entertaiment show i ever watched!! i tried for more than half an hour, so lost with everything that is happening inside",-3,1,-1
827,1623267723139588098,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
828,1623267702608642048,EN,RT @netflix: Love is sharing a password.,-1,3,1
829,1623267701249437696,EN,"RT @StudioFramesIn: #AK 's Blockbuster #Thunivu streaming rite now in @netflix 💥 

#ThunivuOnNetflix https://t.co/T94G3rhmk2",-1,1,0
831,1623267686909378560,EN,RT @Juel73: I don't care if you @wbd loose so much money that you will have to stop making DC movies at the end. That all on you. Your deci…,-1,1,0
832,1623267683536871433,EN,"RT @locklylestan: ✨🫶🏻
#LockwoodandCo #renewlockwoodandco #CameronChapman #AnthonyLockwood #Lockwood #Netflix #NetflixUk .
( keep watching/r…",-1,1,0
834,1623267648627671040,EN,"RT @Nelson_Ji: #Thunivu now streaming in @netflix 🔥 

#Ajithkumar https://t.co/BLYf42mSbD",-1,1,0
835,1623267609268600833,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
836,1623267605405655041,EN,RT @nina11_arora: Time for a @Netflix sequel to Bad Boys Billionaires??,-1,1,0
838,1623267554318815235,EN,"RT @Dani7774752635: @SkiiwalkerTweet @netflix Let's gooooo !! 💪🏾🔥⚡
#SellSnyderVerseToNetflix 
#SellZSJLtoNetflix",-1,3,1
839,1623267540838518784,EN,"RT @SkiiwalkerTweet: @mrwestashley @netflix Appreciate you big homie!! Much love💯💪🏿💪🏿

#SellZSJLtoNetflix @netflix https://t.co/yu02uOVpYR",-1,3,1
841,1623267506981855232,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
842,1623267504931115008,EN,RT @netflix: Love is sharing a password.,-1,3,1
843,1623267462400856064,EN,RT @sri50: #Thunivu the #AjithKumar theatrical sensation now streaming on @netflix! https://t.co/8UPrEqQwkW,-1,2,1
844,1623267447175512064,EN,@BGR @BTS_twt And @netflix has the audacity to copyright his live! Look at the free promo @netflix,-1,2,1
845,1623267447036837890,EN,RT @lockwoodandco13: MY MATH TEACHER FINALLY STARTED LOCKWOOD &amp; CO. AND SHE LIKES IT!! 😇😌⚔️ @FictionComplete @netflix @NetflixUK #Lockwooda…,-1,3,1
846,1623267441030885376,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
850,1623267397338824704,EN,RT @SkiiwalkerTweet: Went down to The Stone Quarry today.. 2/14 will be a day for all of us to come together and show just how strong we ar…,-1,1,0
851,1623267367559266309,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
852,1623267305479364610,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
855,1623267224772395010,EN,RT @jonesdj80: @FictionComplete Congratulations on #LockwoodandCo being the most watched @netflix show this week (39.42 million hours of wa…,-1,3,1
856,1623267117033455617,EN,"Like, imagine Bridgerton with some zombie action.
pls make this happen @netflix",-1,2,1
857,1623267113799680000,EN,"If you haven’t watched #truespirit on @netflix , you should. It’s so inspirational. Definitely encourages you to have faith and persevere to achieve your dreams. I cried like a baby watching it 🥹🤭 #jessicawatsonstory",-4,3,-1
859,1623267096934195203,EN,RT @Ellsisbored: Warrior Nun deserves to have its story continued. It’s story is too important to be lost to a unjust cancellation @netflix…,-2,1,-1
860,1623267082308620288,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
861,1623267080769310721,EN,"RT @netflix: New Physical: 100 episodes just dropped ... but mentally, I'm still here https://t.co/WDUr45oZ04",-1,1,0
862,1623267018127339522,EN,"RT @FishwickDavid: The Bank of Dave appeared here in The Times today in a letter from the editor @TheTimes 
#BankofDave @NetflixUK 
#Netfli…",-1,1,0
864,1623267008576880641,EN,"RT @Avatrice_mylife: Warrior Nun has the best female representation on your entire platform @netflix 
NETFLIX BRING BACK OCS 
#SaveWarriorN…",-1,2,1
866,1623266997164285953,EN,@ARHThawk I’ve been trying to get @netflix but they keep ignoring me?? For some reason??,-1,1,0
867,1623266981712625668,EN,RT @netflix: Love is sharing a password.,-1,3,1
868,1623266975756738560,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
871,1623266923260649472,EN,"@_littlebetty @WenclairEndgame @netflix He had 80,000 before the show 5.4mil after the show and now 5million still",-1,1,0
873,1623266861650481152,EN,@thatgay_nerd @netflix Wait archive 81 is cancelled?????😭,-2,1,-1
874,1623266860153311233,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
875,1623266858211201025,EN,"@LeoDiCaprio Don't use your #savetheplanet PR games to cover up your sick #ToxicAttraction to young girls.

#LeoDiCaprio  you are a sick 50 yr old #sexpedo who is dating a 19 child. U are what's wrong with the planet.

#cancelLeoDiCaprio 

@netflix @ParamountPics @Disney @UniversalPics @Sony",-2,2,-1
876,1623266830084366336,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
877,1623266814770683906,EN,"RT @KylefRose: @Hannah101__ NETFLIX BRING BACK OCS 
#SaveWarriorNun @netflix 
#RepresentationMatters",-1,2,1
878,1623266776506146816,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
880,1623266772911792128,EN,RT @netflix: Love is sharing a password.,-1,3,1
881,1623266720310779904,EN,RT @DijaAbdul: Money Explained on @netflix is great! I learnt so much 💯,-1,4,1
882,1623266707837009921,EN,RT @caitylotzalways: officially announced all legends will not be in the flash episode.We want an end worthy of the legends. they deserve b…,-1,1,0
883,1623266703357378560,EN,@TJGriffiths @whatSFSaid @NetflixUK @netflix Binge away! It’s ok! 😃@FictionComplete @NetflixUK,-1,2,1
886,1623266646998622209,EN,"I Just Entered to Win a @Roku, @Hulu gift card, @Netflix Gift Card, &amp; @Antennasdirect.
@CordCuttersNews Enter Here: https://t.co/mcCVwtDSqT",-1,1,0
887,1623266646654881792,EN,"RT @netflix: 🎶 The best and the worst and the most and the least and the crazy and the scary 🎶 Yep, sounds like a song about becoming a tee…",-4,2,-1
888,1623266636034723841,EN,"@LeoDiCaprio Don't use your  #savetheplanet PR games 2 cover up your sick #ToxicAttraction to young girls.

@LeoDiCaprio you are a sick 50 yr old #sexpedo who is dating a 19 child. U are what's wrong with the planet.

#cancelLeoDiCaprio 

@netflix @ParamountPics @Disney @UniversalPics @Sony",-2,2,-1
